coc_number,year,giw_hmis_leasing_budget,giw_hmis_rental_assistance_budget,giw_hmis_supportive_services_budget,giw_hmis_operating_budget,giw_hmis_hmis_budget,giw_hmis_administration_budget,giw_hmis_annual_renewal_amount,giw_joint_th_ph_rrh_leasing_budget,giw_joint_th_ph_rrh_rental_assistance_budget,giw_joint_th_ph_rrh_supportive_services_budget,giw_joint_th_ph_rrh_operating_budget,giw_joint_th_ph_rrh_hmis_budget,giw_joint_th_ph_rrh_administration_budget,giw_joint_th_ph_rrh_annual_renewal_amount,giw_ph_leasing_budget,giw_ph_rental_assistance_budget,giw_ph_supportive_services_budget,giw_ph_operating_budget,giw_ph_hmis_budget,giw_ph_administration_budget,giw_ph_annual_renewal_amount,giw_sh_leasing_budget,giw_sh_rental_assistance_budget,giw_sh_supportive_services_budget,giw_sh_operating_budget,giw_sh_hmis_budget,giw_sh_administration_budget,giw_sh_annual_renewal_amount,giw_sso_leasing_budget,giw_sso_rental_assistance_budget,giw_sso_supportive_services_budget,giw_sso_operating_budget,giw_sso_hmis_budget,giw_sso_administration_budget,giw_sso_annual_renewal_amount,giw_sso_non_ce_leasing_budget,giw_sso_non_ce_rental_assistance_budget,giw_sso_non_ce_supportive_services_budget,giw_sso_non_ce_operating_budget,giw_sso_non_ce_hmis_budget,giw_sso_non_ce_administration_budget,giw_sso_non_ce_annual_renewal_amount,giw_th_leasing_budget,giw_th_rental_assistance_budget,giw_th_supportive_services_budget,giw_th_operating_budget,giw_th_hmis_budget,giw_th_administration_budget,giw_th_annual_renewal_amount
IL-507,2019,false,false,false,false,70424,3600,74024,0,0,0,0,0,0,0,0,320328,498910,596554,0,88999,1504791,0,false,0,0,0,0,0,0,false,152908,0,0,15123,168031,false,false,0,false,false,0,0,0,0,0,0,0,0,0
IL-508,2019,false,false,false,false,46320,4632,50952,0,141564,84863,500,0,0,226927,510268,901680,176875,193985,0,158879,1941687,0,false,0,0,0,0,0,8112,false,148858,0,0,15697,172667,false,false,0,false,false,0,0,0,0,453044,355051,0,80809,888904
IL-510,2019,false,false,false,false,464496,33352,497848,393192,700224,524990,411429,44142,207195,2281172,15281597,24562800,11079833,4373138,90639,4450525,59838532,94542,false,284863,640703,4050,81465,1105623,0,false,1996551,0,105719,202875,2305145,false,false,0,false,false,0,0,536557,0,2179500,1701435,0,352851,4770343
IL-511,2019,false,false,false,false,303387,20654,324041,0,0,0,0,0,0,0,3857221,1817052,2574207,907366,0,703447,9859293,98280,false,80507,181501,0,26332,386620,0,false,870200,0,0,86019,956219,false,false,0,false,false,0,0,123498,0,621359,396216,397,67013,1208483
IL-512,2019,false,false,false,false,0,0,0,46800,14472,48583,3204,0,7110,120169,220732,107400,140426,61319,2029,37162,569068,0,false,0,0,0,0,0,0,false,273515,0,23500,24632,321647,false,false,0,false,false,0,0,0,0,0,0,0,0,0
IL-513,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,160038,45432,49750,52884,900,6941,315945,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,64856,12924,0,7778,85558
IL-514,2019,false,false,false,false,144452,10104,154556,44352,36504,106212,13215,0,19823,220106,2020780,202500,1333668,179330,0,207206,3943484,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,216142,0,181922,6506,0,21962,426532
IL-515,2019,false,false,false,false,0,0,0,46080,20844,31577,1800,500,9856,110657,125083,223980,439431,20142,29094,56349,894079,0,false,0,0,0,0,0,0,false,9200,0,0,800,10000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
IL-516,2019,false,false,false,false,62209,4355,66564,36492,30912,9446,3000,0,7707,87557,140951,145080,43182,787,0,27203,357203,0,false,0,0,0,0,0,0,false,307628,0,0,27687,335315,false,false,0,false,false,0,0,0,0,0,0,0,0,0
IL-517,2019,false,false,false,false,101768,10177,111945,0,0,0,0,0,0,0,926875,0,472559,125506,0,77695,1602635,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,51744,0,0,3622,55366
IL-518,2019,false,false,false,false,0,0,0,79800,38148,115785,6740,0,2506,242979,72467,122304,81123,25650,0,18628,320172,0,false,0,0,0,0,0,0,false,105011,0,0,10421,115432,false,false,0,false,false,0,0,23866,0,28855,5313,0,3615,61649
IL-519,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,213374,0,307894,53859,32877,38792,646796,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
IL-520,2019,false,false,false,false,51227,3586,54813,25200,17088,34194,0,0,7000,83482,186835,84744,110237,207216,4880,48293,642205,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,73788,0,5474,114081,0,12923,206266
IN-502,2019,false,false,false,false,552527,27385,579912,0,421296,238404,92807,0,57702,810209,1825310,8498724,2136998,1522141,7304,937979,14928456,0,false,0,0,0,0,0,0,false,516542,0,0,32458,549000,false,false,0,false,false,0,0,44664,0,24423,7495,0,3691,80273
IN-503,2019,false,false,false,false,195425,0,195425,0,125280,18000,0,0,13320,156600,196862,3922812,494187,10742,2080,255285,4881968,0,false,0,0,0,0,0,0,false,136878,0,0,0,136878,false,false,0,false,false,0,0,0,0,0,0,0,0,0
KS-502,2019,false,false,false,false,349606,6717,356323,0,65592,56129,25080,0,7439,154240,268700,1308588,327143,100992,0,82981,2088404,0,false,0,0,0,0,0,0,false,39476,0,0,989,40465,false,false,0,false,false,0,0,0,0,0,0,0,0,0
KS-503,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,1615608,33250,39104,0,126946,1814908,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
KS-505,2019,false,false,false,false,62632,0,62632,0,0,0,0,0,0,0,0,461004,119398,0,1200,18801,600403,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
KS-507,2019,false,false,false,false,126667,8866,135533,0,0,0,0,0,0,0,404552,644724,368635,231711,0,90765,1740387,0,false,0,0,0,0,0,0,false,153548,0,0,15186,168734,false,false,0,false,false,0,0,120180,0,212318,117600,0,33215,483313
KY-500,2019,false,false,false,false,278647,16568,295215,138756,309600,403516,69807,29726,86717,1038122,1902541,2502972,1436990,574075,70676,490305,6977559,0,false,0,0,0,0,0,0,false,1053565,0,61567,85275,1200407,false,false,0,false,false,0,0,31068,0,243166,205202,21291,42140,542867
KY-501,2019,false,false,false,false,121566,8509,130075,0,102972,182815,215000,0,49747,550534,2648098,2916120,1129698,871963,6381,564683,8136943,0,false,0,0,0,0,0,0,false,533093,0,0,51077,584170,false,false,0,false,false,0,0,135408,0,66706,14336,0,14155,230605
KY-502,2019,false,false,false,false,0,0,0,46416,48924,72600,8407,2364,7919,186630,162668,783084,390531,26099,14216,101740,1478338,0,false,0,0,0,0,0,0,false,92190,0,0,8016,100206,false,false,0,false,false,0,0,0,0,0,0,0,0,0
LA-500,2019,false,false,false,false,173215,13408,186623,0,39252,13698,39560,0,6694,99204,991916,391032,443166,131663,0,126083,2083860,0,false,0,0,0,0,0,0,false,300485,0,0,29219,329704,false,false,0,false,false,0,0,0,0,18390,46370,0,0,64760
LA-502,2019,false,false,false,false,64154,6345,70499,0,0,0,0,0,0,0,1062578,648312,1053913,633057,0,296646,3694506,0,false,0,0,0,0,0,0,false,119239,0,0,8346,127585,false,false,0,false,false,0,0,0,0,0,0,0,0,0
LA-503,2019,false,false,false,false,414971,29047,444018,0,0,0,0,0,0,0,3158765,9920736,3360185,662020,0,1132852,18234558,0,false,478105,85550,0,39332,602987,0,false,988578,0,0,67553,1056131,false,false,0,false,false,0,0,0,0,214266,94885,0,21565,330716
LA-505,2019,false,false,false,false,69389,4860,74249,14400,35160,34141,6120,280,8555,98656,177194,269376,512269,178542,49622,78465,1265468,0,false,0,0,0,0,0,0,false,89310,0,0,7246,96556,false,false,0,false,false,0,0,0,0,114980,37562,0,10541,163083
LA-506,2019,false,false,false,false,86955,8695,95650,26376,106200,50463,34500,0,21258,238797,876385,206604,512665,97658,7424,153012,1853748,0,false,0,0,0,0,0,0,false,218476,0,0,21847,240323,false,false,0,false,false,0,0,0,0,0,0,0,0,0
LA-507,2019,false,false,false,false,55471,3882,59353,0,0,0,0,0,0,0,172578,76692,145838,53633,1290,32414,482445,0,false,0,0,0,0,0,0,false,32000,0,0,3000,35000,false,false,0,false,false,0,0,0,0,39000,90084,0,2582,131666
LA-509,2019,false,false,false,false,302532,14238,316770,0,0,0,0,0,0,0,556463,13491528,1451138,181223,37667,1066879,16784898,0,false,0,0,0,0,0,0,false,510871,0,14098,40961,565930,false,false,0,false,false,0,0,0,0,147352,54231,0,10978,212561
MA-500,2019,false,false,false,false,954202,70278,1024480,0,363600,211969,0,0,39361,614930,7501464,12395904,4835844,221792,0,1457310,26412314,0,false,0,0,0,0,0,0,false,186000,0,0,14000,200000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-502,2019,false,false,false,false,11546,806,12352,0,0,0,0,0,0,0,171666,1510188,21150,5123,0,91190,1799317,0,false,0,0,0,0,0,0,false,37957,0,0,2657,40614,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-503,2019,false,false,false,false,61233,6123,67356,0,0,0,0,0,0,0,520176,860016,164141,0,4103,103380,1651816,0,false,0,0,0,0,0,0,false,77538,0,0,7754,85292,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-504,2019,false,false,false,false,59317,2675,61992,0,0,0,0,0,0,0,458196,1945044,786327,70139,0,209386,3469092,0,false,0,0,0,0,0,0,false,450248,0,0,38015,488263,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-505,2019,false,false,false,false,74524,0,74524,0,0,0,0,0,0,0,964066,84384,344802,102345,0,142039,1637636,0,false,0,0,0,0,0,0,false,42675,0,0,4082,46757,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-506,2019,false,false,false,false,100000,6999,106999,0,0,0,0,0,0,0,870478,2688324,1126425,119077,0,294032,5098336,61880,false,284720,0,0,24262,370862,0,false,230470,0,0,16132,246602,false,false,0,false,false,0,0,109244,0,522886,49019,0,47679,728828
MA-507,2019,false,false,false,false,76635,3444,80079,0,0,88786,480,2563,6427,98256,558446,202464,302734,135214,9558,75251,1283667,0,false,0,0,0,0,0,0,false,103743,0,0,7800,111543,false,false,0,false,false,0,0,0,0,48000,122564,0,11939,182503
MA-508,2019,false,false,false,false,61892,4332,66224,51288,22920,100618,6948,0,12926,194700,0,0,248726,71269,0,18026,338021,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,133198,25451,0,11105,169754
MA-509,2019,false,false,false,false,32334,2666,35000,0,0,0,0,0,0,0,2218968,1049112,532866,33237,240,225001,4059424,0,false,0,0,0,0,0,0,false,434159,0,0,43416,477575,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-510,2019,false,false,false,false,14000,0,14000,0,111480,6156,0,0,9019,126655,801367,511344,77779,0,0,93237,1483727,0,false,0,0,0,0,0,0,false,121220,0,0,7670,128890,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-511,2019,false,false,false,false,105614,7393,113007,0,0,0,0,0,0,0,3147167,2110728,500485,116102,0,351543,6226025,0,false,0,0,0,0,0,0,false,153738,0,0,11571,165309,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-515,2019,false,false,false,false,30526,2136,32662,0,0,0,0,0,0,0,504823,340440,251087,433659,0,106129,1636138,0,false,0,0,0,0,0,0,false,94423,0,0,5665,100088,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MA-516,2019,false,false,false,false,358631,19242,377873,0,0,164707,81108,0,15000,260815,4555826,4285776,1533271,258702,3393,555952,11192920,0,false,0,0,0,0,0,0,false,185940,0,0,13015,198955,false,false,0,false,false,0,0,197059,0,0,0,0,14832,211891
MA-517,2019,false,false,false,false,63000,6300,69300,0,0,0,0,0,0,0,984669,154680,198165,53732,120,95050,1486416,0,false,0,0,0,0,0,0,false,91460,0,0,9145,100605,false,false,0,false,false,0,0,63156,0,95040,66488,0,15631,240315
MA-519,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,487331,0,190908,43335,0,45846,767420,0,false,0,0,0,0,0,0,false,26700,0,0,657,27357,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-500,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,292872,186719,0,25483,25655,530729,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,133044,0,0,4671,137715
MD-501,2019,false,false,false,false,448206,44806,493012,0,0,0,0,0,0,0,378355,14425932,4289866,96958,6300,1405443,20602854,0,false,315816,47858,0,35996,399670,0,false,961501,0,0,95764,1057265,false,false,0,false,false,0,0,0,0,199445,0,0,13851,213296
MD-502,2019,false,false,false,false,50077,5000,55077,0,0,0,0,0,0,0,314161,281796,120996,38548,0,60302,815803,0,false,0,0,0,0,0,0,false,27500,0,0,2500,30000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-503,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,61529,1818840,248580,140474,25000,108268,2402691,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-504,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,708924,39746,0,0,37844,786514,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-505,2019,false,false,false,false,168914,0,168914,0,0,0,0,0,0,0,334841,1360368,343683,195036,0,116002,2349930,0,false,0,0,0,0,0,0,false,385108,0,0,13804,398912,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-506,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,146143,133212,3780,4677,0,8446,296258,0,false,67995,577,0,5742,74314,0,false,29851,0,0,2247,32098,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-507,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,244944,0,0,0,10500,255444,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-508,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,138114,2360628,235195,0,1819,105694,2841450,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-509,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,78842,360600,137681,27234,0,16231,620588,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-510,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,134304,93989,0,0,8634,236927,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-511,2019,false,false,false,false,59048,1439,60487,0,0,0,0,0,0,0,0,583980,48838,0,0,31126,663944,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-512,2019,false,false,false,false,27000,0,27000,0,0,0,0,0,0,0,197816,258144,0,0,0,20551,476511,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-513,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,1021944,144713,0,45870,66819,1279346,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-600,2019,false,false,false,false,85000,0,85000,412080,146928,220516,30006,0,54758,864288,2705458,421968,728190,380859,0,194384,4430859,0,false,0,0,0,0,0,0,false,260400,0,0,19600,280000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MD-601,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,965862,5758752,1499844,226726,25405,506020,8982609,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
ME-500,2019,false,false,false,false,322326,22562,344888,0,0,0,0,0,0,0,0,10266960,678410,170656,3000,608036,11727062,0,false,0,0,0,0,0,0,false,126320,0,0,10403,136723,false,false,0,false,false,0,0,0,0,39968,119191,0,5180,164339
MI-500,2019,false,false,false,false,737826,51638,789464,0,108612,98179,0,0,13264,220055,390607,5182020,1557884,47339,7163,480110,7665123,0,false,0,0,0,0,0,0,false,341000,0,0,0,341000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-501,2019,false,false,false,false,379849,10384,390233,20004,199524,329996,297320,4655,59147,910646,4864815,7886952,5029761,2659195,64467,1344499,21849689,0,false,0,0,0,0,0,0,false,1688967,0,0,117912,1806879,false,false,0,false,false,0,0,96816,0,901703,1100333,0,146706,2245558
MI-502,2019,false,false,false,false,113204,8917,122121,0,0,0,0,0,0,0,211521,1864176,653368,62873,0,126667,2918605,55800,false,0,21743,0,3811,81354,0,false,713372,0,0,48359,761731,false,false,0,false,false,0,0,82848,0,77024,0,0,7992,167864
MI-503,2019,false,false,false,false,49252,3217,52469,0,0,0,0,0,0,0,702890,34896,274346,36771,16137,58544,1123584,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,18980,0,4700,3494,0,38,27212
MI-504,2019,false,false,false,false,88354,4471,92825,0,0,0,0,0,0,0,2736728,1275408,895857,145494,800,216060,5270347,0,false,0,0,0,0,0,0,false,84000,0,0,8400,92400,false,false,0,false,false,0,0,123668,0,242146,233411,0,26198,625423
MI-505,2019,false,false,false,false,85747,3830,89577,0,0,0,0,0,0,0,776197,195852,337516,47732,0,97815,1455112,0,false,0,0,0,0,0,0,false,169712,0,0,11879,181591,false,false,0,false,false,0,0,0,0,62500,55869,0,8285,126654
MI-506,2019,false,false,false,false,93458,6542,100000,174840,564228,363602,69000,11700,87903,1271273,465256,1803432,836995,446791,88290,215879,3856643,0,false,0,0,0,0,0,0,false,449834,0,25500,29243,504577,false,false,0,false,false,0,0,177490,0,163000,33000,0,25878,399368
MI-507,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,392256,880944,101940,54442,11155,78357,1519094,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,36588,0,49408,9400,0,8844,104240
MI-508,2019,false,false,false,false,39334,787,40121,7200,107328,180101,4083,0,20233,318945,205720,1476300,315716,3269,0,118438,2119443,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-509,2019,false,false,false,false,131007,6327,137334,0,0,0,0,0,0,0,213840,2943012,2043103,78733,0,390218,5668906,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-510,2019,false,false,false,false,67152,4700,71852,37200,67704,56000,4200,1550,16665,183319,0,1075128,18422,0,0,61535,1155085,0,false,42949,28750,0,2250,73949,0,false,42607,0,0,2982,45589,false,false,0,false,false,0,0,118314,0,260863,87864,0,42434,509475
MI-511,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,19548,74732,657,1100,7046,103083,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-512,2019,false,false,false,false,22909,0,22909,0,310656,104604,0,15950,29702,460912,209918,242196,95297,13920,0,28286,589617,0,false,0,0,0,0,0,0,false,267112,0,0,22439,289551,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-513,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,33840,79935,3028,0,8982,125785,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-514,2019,false,false,false,false,40000,0,40000,0,0,0,0,0,0,0,0,88776,32639,2600,0,3294,127309,0,false,0,0,0,0,0,0,false,33020,0,0,0,33020,false,false,0,false,false,0,0,0,0,88330,0,0,0,88330
MI-515,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,72880,0,23351,0,5000,6274,107505,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,18179,0,0,18179
MI-516,2019,false,false,false,false,62000,0,62000,0,0,0,0,0,0,0,490123,0,0,0,0,25748,515871,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-517,2019,false,false,false,false,52332,3647,55979,0,0,0,0,0,0,0,117326,254292,179997,71052,0,45980,668647,0,false,0,0,0,0,0,0,false,90379,0,0,9038,99417,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-518,2019,false,false,false,false,15315,765,16080,0,0,0,0,0,0,0,0,192984,9164,0,0,14045,216193,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-519,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,829116,236229,0,0,64551,1129896,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MI-523,2019,false,false,false,false,0,0,0,35964,47976,102282,59000,0,7400,252622,189637,121332,69434,0,0,21832,402235,0,false,0,0,0,0,0,0,false,272696,0,18000,21447,312143,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MN-500,2019,false,false,false,false,280322,18411,298733,0,0,0,0,0,0,0,343041,6545328,3494434,579243,2950,410520,11375516,0,false,0,0,0,0,0,0,false,380866,0,500,37937,419303,false,false,0,false,false,0,0,0,0,416315,64696,0,24050,505061
MN-501,2019,false,false,false,false,139539,5219,144758,0,0,0,0,0,0,0,549818,2810544,2068493,397099,1250,226929,6054133,0,false,0,0,0,0,0,0,false,393163,0,0,13070,406233,false,false,0,false,false,0,0,0,0,153149,25998,0,8956,188103
MN-502,2019,false,false,false,false,58796,3684,62480,0,51624,46400,6500,750,3905,109179,106646,853428,484158,340383,2300,73991,1860906,0,false,0,0,0,0,0,0,false,130183,0,0,3864,134047,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MN-503,2019,false,false,false,false,136184,4688,140872,0,65232,145062,16069,0,16113,242476,125146,2362428,480782,50927,0,120327,3139610,0,false,0,0,0,0,0,0,false,209632,0,0,20963,230595,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MN-504,2019,false,false,false,false,19999,0,19999,0,0,0,0,0,0,0,0,216372,69465,42213,200,8442,336692,0,false,0,0,0,0,0,0,false,12432,0,0,1243,13675,false,false,0,false,false,0,0,21180,0,37068,15324,0,3445,77017
MN-505,2019,false,false,false,false,39904,1195,41099,0,0,0,0,0,0,0,0,900564,217569,106549,0,33803,1258485,0,false,0,0,0,0,0,0,false,229109,0,0,13482,242591,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MN-506,2019,false,false,false,false,10341,317,10658,0,57504,30245,0,0,6034,93783,0,369216,144430,0,6981,32904,553531,0,false,0,0,0,0,0,0,false,32957,0,0,3260,36217,false,false,0,false,false,0,0,0,0,11238,8549,560,1309,21656
MN-508,2019,false,false,false,false,31569,1790,33359,0,0,0,0,0,0,0,0,613176,151746,0,0,41114,806036,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MN-509,2019,false,false,false,false,58801,2270,61071,0,0,0,0,0,0,0,510998,1095552,480384,451064,5120,79120,2622238,0,false,0,0,0,0,0,0,false,79010,0,1000,5600,85610,false,false,0,false,false,0,0,20685,0,205396,172148,0,14210,412439
MN-511,2019,false,false,false,false,26000,500,26500,0,0,0,0,0,0,0,88470,616632,284399,4228,1809,55496,1051034,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MO-500,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,377256,992436,181216,9624,0,109231,1669763,0,false,0,0,0,0,0,0,false,16189,0,0,0,16189,false,false,0,false,false,0,0,139260,0,82126,14548,0,8067,244001
MO-501,2019,false,false,false,false,100000,0,100000,0,0,0,0,0,0,0,1553099,6006948,2387312,948713,0,745295,11641367,0,false,0,0,0,0,0,0,false,139500,0,0,10500,150000,false,false,0,false,false,0,0,0,0,109737,95947,0,7460,213144
MO-503,2019,false,false,false,false,64456,3222,67678,0,0,0,0,0,0,0,0,261504,28112,0,0,16588,306204,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
MO-600,2019,false,false,false,false,0,0,0,0,82824,0,0,0,0,82824,134699,708804,76200,0,0,42699,962402,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
